"finn_id","title","price","size_sqm","rooms","address","neighborhood","property_type","year_built","broker","url","scraped_at","lat","lon","category","category_confidence","category_reasoning","classified_at","standard","standard_confidence","standard_reasoning"
"459345637","Ensjø / Hasle / Hovin - SOLGT | VISNING AVLYST | TA KONTAKT MED MEGLER AVRINDER HUNDAL PÅ 41 78 34 11 FOR MER INFORMASJON",7001203,82,3,"Hovinveien 13B, Oslo",NA,"Leilighet",1952,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459345637","2026-04-14T15:17:02",NA,NA,"Central urban","low","Hovinveien 13B in the Ensjø/Hasle/Hovin area is a centrally located Oslo apartment, placing it in the central urban category by default. However, with virtually no price, size, or room information available, confidence is low.","2026-04-14T15:48:37","Average / dated","low","Listing contains only administrative text (SOLGT/AVLYST) with no property description available. Built 1952 with no renovation mentioned, suggesting likely average or dated condition by default."
"459342139","NYDALEN - Påkostet og attraktivt rekkehus totalrenovert i 2020/2021 - Vestvendt terrasse, balkong og hage - Parkering - Sentralt",13828630,138,5,"Gunnar Schjelderups vei 27C, Oslo",NA,"Rekkehus",1961,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459342139","2026-04-14T15:17:02",NA,NA,"New development","medium","The property was totally renovated in 2020/2021 ('totalrenovert i 2020/2021'), which places it in near-new condition. While not a true nybygg, the comprehensive renovation is the most distinctive feature, and 'New development' best captures this given the recency of the work. The description highlights premium finishes ('påkostet') with terrasse, balkong, hage, and parkering in Nydalen.","2026-04-14T15:48:41","High standard","high","Explicitly described as 'totalrenovert i 2020/2021' (fully renovated 2020/2021). Keywords 'påkostet og attraktivt' (premium and attractive) confirm comprehensive modern updates."
"459359471","Bislett/Bolteløkka - Sjarmerende 2-R med god planløsning. Terrasse med direkte adkomst til bakgård. Varmtv. og fibernett inkl. Ikke forkjøp!",5785138,52,2,"Johannes Bruns gate 12 D, Oslo",NA,"Leilighet",1952,"Mekleriet","https://www.finn.no/realestate/homes/ad.html?finnkode=459359471","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Located at Bislett/Bolteløkka in central Oslo, this is a charming 2-room apartment in a classic 1952 building with terrace access to a courtyard. The central location and apartment characteristics fit the mid-range city apartment profile, though price and size are unknown.","2026-04-14T15:48:44","Average / dated","medium","Built 1952 with no renovation mentioned. Described as 'sjarmerende' (charming) but no reference to modern updates. Functional with basic amenities but likely dated finishes consistent with age."
"459249801","Grünerløkka - Pen, lys og effektiv 2-roms i oppgradert bygård med stor balkong | Attraktiv beliggenhet på Sofienberg/Grünerløkka",3793472,28,2,"Jens Bjelkes gate 8, Oslo",NA,"Leilighet",1899,"DNB Eiendom","https://www.finn.no/realestate/homes/ad.html?finnkode=459249801","2026-04-14T15:17:02",NA,NA,"Central urban","high","Located in Grünerløkka/Sofienberg, a central Oslo district, this is a 2-room apartment in an upgraded building with balcony — a classic mid-range central urban listing. No indicators of luxury, renovation need, new development, or student-specific pricing.","2026-04-14T15:48:46","Good standard","medium","Built 1899 but described as 'pen, lys og effektiv' with mention of 'oppgradert bygård', suggesting well-maintained condition despite age. No explicit full renovation mentioned, so classified as Good standard rather than High."
"455293608","Bøler - Oppgradert, romslig 3-roms over 2 plan, i 7 & 8.etasje. Heis, solrik vestvendt balkong og nær marka. Vv og fyring inkl.",4998051,83,3,"Bølerlia 8, Oslo",NA,"Leilighet",1957,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=455293608","2026-04-14T15:17:02",NA,NA,"Suburban","high","Located in Bøler, which is an outer Oslo district (Østensjø borough), this upgraded 3-room apartment fits the suburban category. The property is described as 'oppgradert' (upgraded) rather than needing renovation, and there are no luxury indicators or waterfront features.","2026-04-14T15:48:49","Good standard","medium","Built 1957 and described as 'oppgradert' with modern amenities (heis), but limited detail on kitchen/bathroom condition. Likely well-maintained but not explicitly 'nyrenovert' or fully updated."
"459156141","Familieidyll på Oppsal - Enebolig med moderne standard, dobbelgarasje, frodig hage og solrike uteplasser. Panoramautsikt og attraktiv beliggenhet",15991090,222,5,"Oppsalveien 16, Oslo",NA,"Enebolig",1902,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459156141","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Oppsal is located in the Østensjø district, which is an outer Oslo suburban area. The property is a detached house (enebolig) with a double garage, lush garden, and sunny outdoor areas, fitting the suburban family home profile, though limited details make a fully confident classification difficult.","2026-04-14T15:48:52","High standard","medium","Built 1902 but explicitly described as having 'moderne standard', suggesting significant modernization despite old building. This language indicates comprehensive upgrading to contemporary living standards."
"459323551","Tveita - Innholdsrik familiebolig | Bad 2017 | Skjermet, sydvestvendt terrasse og hage | Garasjeplass | Innerst i blindvei",7206647,150,3,"Ragnfrids vei 22, Oslo",NA,"Rekkehus",1968,"DNB Eiendom","https://www.finn.no/realestate/homes/ad.html?finnkode=459323551","2026-04-14T15:17:02",NA,NA,"Family home","medium","Rekkehus (terraced house) in Tveita with a sheltered southwest-facing terrace and garden, garage space, located at the end of a cul-de-sac — classic suburban family home features. Tveita is an outer Oslo district (Groruddalen area), further supporting the family/suburban profile, but the garden, garage, and family-oriented description make 'Family home' the most distinctive fit.","2026-04-14T15:48:56","Good standard","medium","Built 1968 with bathroom updated in 2017, indicating partial recent renovation. Described as 'innholdsrik' and functional, but not fully renovated throughout, placing it at Good standard level."
"458958744","Godlia - Innholdsrik enebolig på 244m² med solrike uteplasser, carport og kjeller med egen inngang. Kort vei til skole og T-bane.",12096090,256,3,"Låveveien 9C, Oslo",NA,"Enebolig",1981,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=458958744","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Godlia is in the Østensjø district of outer Oslo, and the property is a spacious detached house (enebolig) with carport and basement — typical suburban family home characteristics. Without price information, Suburban is the most fitting category based on location and property type.","2026-04-14T15:48:58","Good standard","medium","Built 1981 and described as 'innholdsrik' enebolig with no mention of renovation needs or full upgrade. Appears well-maintained and functional for its age, fitting Good standard category."
"454523545","ULLEVÅL HAGEBY - Sjarmerende leilighet over to plan med gjennomgående god standard. Fantastisk beliggenhet på Damplassen. Solrik hage",10846204,78,2,"Damplassen 14, Oslo",NA,"Leilighet",1920,"Sem & Johnsen","https://www.finn.no/realestate/homes/ad.html?finnkode=454523545","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Ullevål Hageby/Damplassen is a charming, historically significant neighborhood near Majorstuen/St. Hanshaugen in central Oslo, known for its garden city architecture from the 1920s. The listing describes a two-level apartment with good standard and sunny garden, fitting a mid-range central urban profile without clear luxury or renovation indicators.","2026-04-14T15:49:02","High standard","medium","Built 1920 but described as 'sjarmerende' with 'gjennomgående god standard', indicating comprehensive upgrading and modern finishes throughout despite historical building."
"455772250","Ullernåsen - Moderne toppleilighet med fantastisk utsikt - Solrik terrasse på 15 m² - 2 garasjeplasser - 2 bad",14863880,135,4,"Hoffsjef Løvenskiolds vei 15, Oslo",NA,"Leilighet",1985,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=455772250","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Ullernåsen is located in Ullern, an outer western Oslo district, making this a suburban property. The description mentions a modern penthouse with fantastic views, sunny terrace, and 2 garage spaces, suggesting a premium suburban apartment, but insufficient price/size data prevents luxury classification.","2026-04-14T15:49:06","High standard","medium","Built 1985 and explicitly described as 'moderne toppleilighet', indicating modern renovated condition with contemporary finishes and multiple amenities (2 bad, garasjeplasser)."
"459386375","Homansbyen/Majorstuen - Lekker og klassisk 3-r med høy standard og vakre detaljer. Balkong 9 kvm, 3,16 m takhøyde, peis, stukkatur og rosett.",9187789,84,3,"Parkveien 10, Oslo",NA,"Leilighet",1898,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459386375","2026-04-14T15:17:02",NA,NA,"Luxury","medium","Parkveien 10 is a prestigious address in Frogner/Majorstuen area, and the listing highlights high standards, classic details, 3.16m ceiling height, fireplace, stucco, and a 9 sqm balcony in a historic 1898 building — all hallmarks of a premium/luxury property in one of Oslo's most sought-after neighborhoods.","2026-04-14T15:49:10","High standard","high","Built 1898 but described as 'lekker' with 'høy standard' and preserved classical details (stukkatur, rosett, peis), indicating high-quality renovation combining historic charm with modern standards."
"459329443","Ettertraktede Pilestredet Park - Lys og lekker 2-roms selveier i 2. etg. | Fransk balkong | Trappefritt m/heis | Felles takterrasse | Supersentralt!",5320840,45,2,"Pilestredet Park 22, Oslo",NA,"Leilighet",2004,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459329443","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Pilestredet Park is a well-known urban development in central Oslo (St. Hanshaugen area), and this 2-room apartment with French balcony and elevator access fits the mid-range central city apartment profile. Built in 2004, it doesn't qualify as a new development, and without a price we cannot confirm luxury or budget status.","2026-04-14T15:49:14","High standard","medium","Built 2004 (relatively modern) and described as 'lys og lekker' selveier in central location. Contemporary building age with positive descriptors suggest well-maintained, modern standards."
"459362646","Klassisk drøm på Sandaker - Nydelig og klassisk leilighet med solrik balkong. Detaljer som stukkatur, rosett og peis. Idyllisk og rolig bakgård.",6949201,76,3,"Nils Huus' gate 22B, Oslo",NA,"Leilighet",1912,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459362646","2026-04-14T15:17:02",NA,NA,"Central urban","medium","Sandaker (near Torshov/Sagene) is a central Oslo district, and the apartment features classic 1912 architecture with period details (stukkatur, rosett, peis) suggesting a mid-range city apartment. Insufficient price/size data to confirm luxury or other categories.","2026-04-14T15:49:17","High standard","medium","Built 1912 and described as 'nydelig og klassisk' with preserved classical features (stukkatur, rosett, peis) and 'solrik balkong', indicating high-quality maintenance and restoration of period details."
"397031873","Grorud - Flott rekkehus - 4 soverom - 2 bad + toalett - 16 kvm terrasse - 2 garasjeplasser!",8704740,121,5,"Bergensveien 25D, Oslo",NA,"Rekkehus",2023,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=397031873","2026-04-14T15:17:02",NA,NA,"New development","high","Built in 2023, this townhouse (rekkehus) clearly qualifies as a new development. The recent construction year takes precedence over the suburban Grorud location.","2026-04-14T15:49:19","High standard","high","Built in 2023, a new construction with modern building standards. New rekkehus typically includes contemporary finishes and quality fixtures."
"459200866","Aker Brygge - Lys leilighet med utsikt mot kanalen | Heis | Garasje m/EL| Solrike uteplasser | V.vann+ fyring inkl. | Felles basseng",13073013,91,2,"Bryggetorget 17, Oslo",NA,"Leilighet",1989,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459200866","2026-04-14T15:17:02",NA,NA,"Luxury","high","Located at Aker Brygge (Bryggetorget 17), one of Oslo's most prestigious addresses, with canal views, elevator, garage with EV charger, communal pool, and included utilities — all hallmarks of high-end urban living.","2026-04-14T15:49:22","Good standard","medium","Built in 1989 with no explicit renovation mention. Described as 'lys' (bright) and pleasant, suggesting good maintenance, but age and lack of recent update language indicates typical wear."
"459287791","Holmendammen - Påkostet og romslig enderekkehus med skjermet beliggenhet | Solrikt og barnevennlig | 2. p.plasser (EL)",15632340,177,3,"Holmendammen terrasse 14 D, Oslo",NA,"Rekkehus",2007,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459287791","2026-04-14T15:17:02",NA,NA,"Suburban","medium","Holmendammen is located in the Holmen/Vestre Aker area, an outer Oslo suburban district. The description mentions a spacious end-terrace house with sunny, child-friendly surroundings and parking, typical of suburban family living, though limited price/size data reduces confidence.","2026-04-14T15:49:25","High standard","medium","Built in 2007 and described as 'påkostet' (well-appointed/upgraded), indicating significant investment in finishes and quality."
